Date,Open,High,Low,Close,Volume
1996-06-09,650.16,658.21,649.44,655.68,0.0
1996-07-09,655.68,655.68,655.68,655.68,0.0
1996-08-09,655.68,655.68,655.68,655.68,0.0
1996-09-09,655.72,663.77,655.68,663.76,0.0
1996-10-09,663.68,665.57,661.55,663.81,0.0
1996-11-09,663.38,667.73,661.79,667.28,0.0
1996-12-09,667.28,673.07,667.28,671.15,0.0
,671.79,681.39,671.15,680.54,0.0
,680.54,680.54,680.54,680.54,0.0
,680.54,680.54,680.54,680.54,0.0
,680.54,686.48,680.53,683.98,0.0
,684.84,685.8,679.96,682.94,0.0
,682.88,683.77,679.75,681.47,0.0
,681.4,684.07,679.06,683.0,0.0
